listing_id,date
96033,2022-04-04
96033,2022-04-23
96033,2022-05-08
96033,2022-05-20
96033,2022-05-24
96033,2022-06-04
96033,2022-06-22
96033,2022-06-24
96033,2022-07-02
96033,2022-07-04
96033,2022-07-10
96033,2022-07-13
96033,2022-07-23
96033,2022-07-26
96033,2022-07-30
96033,2022-08-05
96033,2022-08-08
96033,2022-09-02
96033,2022-09-08
96033,2022-09-11
96033,2022-09-18
96033,2022-09-23
96033,2022-10-05
96033,2022-10-09
96033,2022-10-19
96033,2022-10-30
96033,2022-11-02
96033,2022-11-09
96033,2022-11-13
96033,2022-11-18
96033,2022-11-25
96033,2022-12-06
96033,2023-01-22
96033,2023-02-19
96033,2023-02-26
96033,2023-03-01
96033,2023-03-04
96033,2023-03-07
96033,2023-03-14
96033,2023-03-28
96033,2023-04-02
96033,2023-04-06
96033,2023-04-15
96033,2023-04-19
96033,2023-04-26
96033,2023-05-02
96033,2023-05-08
96033,2023-05-18
96033,2023-05-21
96033,2023-05-26
96033,2023-05-29
96033,2023-06-01
96033,2023-06-10
96033,2023-06-15
96033,2023-06-25
96033,2023-06-30
96033,2023-07-23
96033,2023-07-30
96033,2023-08-04
96033,2023-08-08
96033,2023-08-22
96033,2023-09-03
96033,2023-09-09
96033,2023-09-24
96033,2023-10-04
96033,2023-10-07
96033,2023-10-19
96033,2023-10-22
96033,2023-10-29
96033,2023-11-02
96033,2023-11-06
96033,2023-11-24
96033,2023-12-04
96033,2023-12-12
96033,2023-12-17
96033,2023-12-26
96033,2024-01-18
96033,2024-01-24
96033,2024-01-30
96033,2024-02-04
96033,2024-03-11
96033,2024-03-29
96033,2024-04-03
96033,2024-04-09
96033,2024-04-13
96033,2024-04-18
96033,2024-04-23
96033,2024-04-29
96033,2024-05-05
96033,2024-05-29
96033,2024-06-03
96033,2024-06-11
96033,2024-06-15
96033,2024-06-29
96033,2024-07-08
96033,2024-07-29
96033,2024-08-10
96033,2024-08-20
96033,2024-08-28
96033,2024-09-04
96033,2024-09-17
96033,2024-09-20
96033,2024-09-23
96033,2024-09-28
96033,2024-10-19
96033,2024-10-27
96033,2024-10-30
96033,2024-11-04
96033,2024-11-22
96033,2024-11-25
96033,2024-12-09
96033,2024-12-15
96033,2024-12-29
96033,2025-01-05
96033,2025-01-27
96033,2025-02-05
96033,2025-02-10
96033,2025-02-19
96033,2025-02-24
96033,2025-03-01
96033,2025-04-03
96033,2025-04-07
96033,2025-04-14
96033,2025-04-17
96033,2025-04-21
96033,2025-04-24
96033,2025-04-27
96033,2025-05-04
96033,2025-05-08
96033,2025-05-11
96033,2025-05-14
96033,2025-05-18
96033,2025-05-23
96033,2025-05-26
96033,2025-06-10
96033,2025-06-18
96033,2025-07-03
96033,2025-07-14
96033,2025-07-21
96033,2025-07-31
96033,2025-08-04
96033,2025-09-03
96033,2025-09-22
96033,2025-09-29
166473,2011-08-25
166473,2011-09-17
166473,2011-10-16
166473,2011-10-25
166473,2011-11-20
166473,2012-04-12
166473,2012-04-23
166473,2012-04-27
166473,2012-05-03
166473,2012-07-03
166473,2012-08-14
166473,2012-09-01
166473,2012-09-30
166473,2012-12-04
166473,2013-03-30
166473,2013-04-26
166473,2013-06-18
166473,2013-06-26
166473,2013-07-31
166473,2013-09-02
166473,2013-10-11
166473,2013-10-27
166473,2013-11-02
166473,2013-11-10
166473,2013-12-23
166473,2014-01-13
166473,2014-03-02
166473,2014-06-01
166473,2014-06-13
166473,2014-07-29
166473,2014-09-01
166473,2014-10-13
166473,2014-12-01
166473,2015-01-11
166473,2015-04-06
166473,2015-06-06
166473,2015-10-06
166473,2015-10-21
166473,2016-03-30
166473,2016-04-26
166473,2016-06-20
166473,2016-08-09
166473,2016-09-03
166473,2016-10-29
166473,2017-01-11
166473,2017-03-16
166473,2017-05-11
166473,2017-07-31
166473,2018-07-21
166473,2018-07-31
166473,2018-10-26
166473,2018-12-25
166473,2018-12-30
166473,2019-01-27
166473,2019-03-01
166473,2019-04-14
166473,2019-04-21
166473,2019-05-31
166473,2019-06-12
166473,2019-06-29
166473,2019-08-08
166473,2019-08-21
166473,2019-08-30
166473,2019-09-15
166473,2019-11-06
166473,2019-11-21
166473,2020-02-29
166473,2020-03-07
166473,2020-10-15
166473,2021-04-30
166473,2021-05-23
166473,2021-10-29
166473,2021-11-29
166473,2021-12-08
166473,2022-01-04
166473,2022-01-28
166473,2022-02-27
166473,2022-04-02
166473,2022-05-07
166473,2022-06-12
166473,2022-07-01
166473,2022-07-08
166473,2022-07-15
166473,2022-08-06
166473,2022-09-10
166473,2022-10-01
166473,2022-12-07
166473,2022-12-17
166473,2023-05-30
166473,2023-07-27
166473,2023-09-15
166473,2023-09-29
166473,2023-10-12
166473,2023-11-04
166473,2024-01-17
166473,2024-02-17
166473,2024-03-11
166473,2024-06-24
166473,2024-08-03
166473,2024-12-23
166473,2025-02-11
166473,2025-03-27
330760,2012-02-23
330760,2012-03-01
330760,2012-03-10
330760,2012-04-07
330760,2012-04-08
330760,2012-05-04
330760,2012-05-06
330760,2012-08-06
330760,2012-10-02
330760,2012-12-25
330760,2013-01-22
330760,2013-03-31
330760,2013-04-22
330760,2013-05-27
330760,2013-06-12
330760,2013-06-25
330760,2013-07-11
330760,2013-09-15
330760,2013-10-18
330760,2013-11-01
330760,2013-12-08
330760,2014-01-01
330760,2014-01-05
330760,2014-04-23
330760,2014-05-04
330760,2014-05-05
330760,2014-06-10
330760,2014-08-02
330760,2015-04-15
330760,2015-07-18
330760,2015-08-31
330760,2015-09-05
330760,2018-10-20
330760,2019-06-04
330760,2021-06-02
330760,2021-07-21
330760,2021-08-20
330760,2021-08-25
330760,2021-08-26
330760,2021-08-29
330760,2021-09-13
330760,2021-09-19
330760,2021-10-03
330760,2021-10-19
330760,2021-10-21
330760,2022-01-01
330760,2022-02-22
330760,2022-11-20
330760,2023-01-17
330760,2023-04-02
330760,2023-07-04
330760,2023-08-13
330760,2023-09-21
330760,2023-12-01
330760,2023-12-15
330760,2024-06-16
330760,2024-11-05
330760,2024-11-29
330760,2024-12-11
330760,2025-02-23
330760,2025-04-04
330760,2025-06-09
330760,2025-06-29
330760,2025-07-13
330760,2025-07-19
330760,2025-07-23
330760,2025-08-21
330760,2025-09-04
340024,2013-03-18
340024,2013-04-05
340024,2013-04-29
340024,2014-02-20
340024,2014-02-25
340024,2014-03-25
340024,2014-04-07
340024,2014-05-03
340024,2014-05-14
340024,2014-05-27
340024,2014-07-15
340024,2014-07-23
340024,2014-10-14
340024,2014-11-01
340024,2014-12-27
340024,2015-01-03
340024,2015-01-28
340024,2015-02-03
340024,2015-03-30
340024,2015-04-13
340024,2015-04-26
340024,2015-05-19
340024,2015-05-27
340024,2015-06-22
340024,2015-07-10
340024,2015-07-15
340024,2015-07-28
340024,2015-09-29
340024,2015-10-03
340024,2015-10-19
340024,2015-11-19
340024,2015-11-22
340024,2015-12-12
340024,2015-12-21
340024,2016-02-01
340024,2016-02-26
340024,2016-03-15
340024,2016-03-31
340024,2016-04-12
340024,2016-04-23
340024,2016-05-16
340024,2016-05-19
340024,2016-06-02
340024,2016-06-14
340024,2016-06-20
340024,2016-06-25
340024,2016-06-30
340024,2016-07-08
340024,2016-07-15
340024,2016-07-23
340024,2016-07-29
340024,2016-08-21
340024,2016-09-16
340024,2016-10-27
340024,2016-11-01
340024,2016-11-15
340024,2016-12-31
340024,2017-02-03
340024,2017-02-11
340024,2017-02-14
340024,2017-03-27
340024,2017-04-07
340024,2017-05-15
340024,2017-06-28
340024,2017-07-13
340024,2017-07-17
340024,2017-08-24
340024,2017-09-09
340024,2017-09-23
340024,2017-10-06
340024,2017-10-14
340024,2017-10-29
340024,2017-11-11
340024,2017-12-12
340024,2018-03-09
340024,2018-03-20
340024,2018-05-08
340024,2018-05-13
340024,2018-05-20
340024,2018-05-27
340024,2018-06-11
340024,2018-06-18
340024,2018-06-25
340024,2018-07-06
340024,2018-07-13
340024,2018-07-19
340024,2018-09-12
340024,2018-09-15
340024,2018-09-22
340024,2018-09-28
340024,2018-10-02
340024,2018-10-19
340024,2018-12-23
340024,2019-01-05
340024,2019-01-29
340024,2019-04-06
340024,2019-04-12
340024,2019-05-01
340024,2019-05-21
340024,2019-05-24
340024,2019-05-28
340024,2019-06-06
340024,2019-06-09
340024,2019-06-13
340024,2019-07-02
340024,2019-07-10
340024,2019-07-14
340024,2019-08-02
340024,2019-09-01
340024,2019-09-07
340024,2019-09-10
340024,2019-09-16
340024,2019-09-20
340024,2019-09-28
340024,2019-10-02
340024,2019-10-05
340024,2019-10-10
340024,2019-10-23
340024,2019-10-27
340024,2019-11-08
340024,2019-11-13
340024,2019-11-17
340024,2019-12-15
340024,2020-01-02
340024,2020-01-06
340024,2020-01-12
340024,2020-01-19
340024,2020-02-17
340024,2020-02-29
340024,2020-03-09
340024,2020-08-10
340024,2020-08-13
340024,2020-08-18
340024,2020-10-14
340024,2020-10-18
340024,2021-05-25
340024,2021-06-01
340024,2021-06-14
340024,2021-06-19
340024,2021-06-29
340024,2021-07-07
340024,2021-07-15
340024,2021-07-18
340024,2021-07-29
340024,2021-08-05
340024,2021-08-12
340024,2021-08-19
340024,2021-08-23
340024,2021-08-29
340024,2021-09-10
340024,2021-09-13
340024,2021-09-21
340024,2021-09-28
340024,2021-10-03
340024,2021-10-12
340024,2021-10-17
340024,2021-10-23
340024,2021-11-01
340024,2021-12-30
340024,2022-01-02
340024,2022-01-08
340024,2022-01-30
340024,2022-02-07
340024,2022-02-14
340024,2022-02-22
340024,2022-02-28
340024,2022-03-15
340024,2022-03-20
340024,2022-03-25
340024,2022-03-28
340024,2022-03-31
340024,2022-04-08
340024,2022-04-12
340024,2022-05-04
340024,2022-05-09
340024,2022-05-15
340024,2022-05-18
340024,2022-05-22
340024,2022-06-03
340024,2022-06-05
340024,2022-06-08
340024,2022-06-13
340024,2022-06-17
340024,2022-06-21
340024,2022-07-07
340024,2022-07-13
340024,2022-07-19
340024,2022-07-30
340024,2022-08-03
340024,2022-08-08
340024,2022-08-11
340024,2022-08-21
340024,2022-08-25
340024,2022-09-10
340024,2022-09-13
340024,2022-09-16
340024,2022-10-05
340024,2022-10-08
340024,2022-11-13
340024,2022-11-22
340024,2022-11-26
340024,2022-11-30
340024,2022-12-03
340024,2022-12-11
340024,2022-12-14
340024,2022-12-23
340024,2023-01-07
340024,2023-01-14
340024,2023-01-17
340024,2023-02-17
340024,2023-02-27
340024,2023-03-18
340024,2023-04-08
340024,2023-04-13
340024,2023-04-19
340024,2023-04-24
340024,2023-05-07
340024,2023-05-13
340024,2023-05-16
340024,2023-05-20
340024,2023-06-09
340024,2023-06-13
340024,2023-06-18
340024,2023-06-21
340024,2023-06-27
340024,2023-07-03
340024,2023-07-08
340024,2023-07-15
340024,2023-07-22
340024,2023-07-31
340024,2023-08-04
340024,2023-08-14
340024,2023-08-18
340024,2023-09-17
340024,2023-10-03
340024,2023-10-07
340024,2023-10-10
340024,2023-10-13
340024,2023-10-17
340024,2023-11-05
340024,2023-11-14
340024,2023-11-27
340024,2023-12-07
340024,2023-12-11
340024,2023-12-18
340024,2023-12-23
340024,2023-12-27
340024,2024-01-01
340024,2024-01-14
340024,2024-01-20
340024,2024-01-28
340024,2024-02-05
340024,2024-02-09
340024,2024-02-21
340024,2024-02-24
340024,2024-03-04
340024,2024-03-10
340024,2024-03-18
340024,2024-03-28
340024,2024-03-31
340024,2024-04-06
340024,2024-04-09
340024,2024-04-15
340024,2024-04-18
340024,2024-04-22
340024,2024-04-25
340024,2024-04-29
340024,2024-05-02
340024,2024-05-13
340024,2024-05-20
340024,2024-05-25
340024,2024-06-04
340024,2024-06-08
340024,2024-06-11
340024,2024-06-15
340024,2024-06-26
340024,2024-06-30
340024,2024-07-04
340024,2024-07-14
340024,2024-07-18
340024,2024-07-23
340024,2024-08-09
340024,2024-08-13
340024,2024-09-28
340024,2024-10-03
340024,2024-10-11
340024,2024-10-14
340024,2024-10-19
340024,2024-11-25
340024,2024-12-04
340024,2024-12-08
340024,2024-12-16
340024,2025-01-02
340024,2025-01-06
340024,2025-02-01
340024,2025-02-16
340024,2025-02-20
340024,2025-02-23
340024,2025-02-27
340024,2025-03-07
340024,2025-03-14
340024,2025-03-17
340024,2025-03-23
340024,2025-03-26
340024,2025-04-03
340024,2025-04-16
340024,2025-05-04
340024,2025-05-20
340024,2025-05-24
340024,2025-05-30
340024,2025-06-07
340024,2025-06-10
340024,2025-06-21
340024,2025-06-24
340024,2025-07-15
340024,2025-07-20
340024,2025-08-03
340024,2025-08-06
340024,2025-08-13
340024,2025-08-18
340024,2025-08-28
340024,2025-09-09
358541,2012-04-25
358541,2012-05-17
358541,2012-05-21
358541,2012-05-25
358541,2012-05-31
358541,2012-06-05
358541,2012-06-13
358541,2012-07-03
358541,2012-07-06
358541,2012-07-11
358541,2012-07-23
358541,2012-08-13
358541,2012-09-08
358541,2012-09-14
358541,2012-09-21
358541,2012-09-24
358541,2012-09-29
358541,2012-10-03
358541,2012-10-05
358541,2012-10-13
358541,2012-10-15
358541,2012-10-28
358541,2012-11-03
358541,2012-11-05
358541,2012-11-13
358541,2012-11-19
358541,2012-12-03
358541,2012-12-25
358541,2012-12-29
358541,2013-01-03
358541,2013-01-08
358541,2013-02-06
358541,2013-02-18
358541,2013-03-06
358541,2013-04-04
358541,2013-04-11
358541,2013-04-15
358541,2013-04-25
358541,2013-04-29
358541,2013-05-05
358541,2013-05-09
358541,2013-05-13
358541,2013-05-21
358541,2013-06-03
358541,2013-06-11
358541,2013-06-13
358541,2013-06-16
358541,2013-06-25
358541,2013-07-17
358541,2013-07-31
358541,2013-08-07
358541,2013-08-12
358541,2013-08-20
358541,2013-09-04
358541,2013-09-09
358541,2013-09-23
358541,2013-09-26
358541,2013-10-05
358541,2013-10-15
358541,2013-10-18
358541,2013-10-21
358541,2013-10-27
358541,2013-10-29
358541,2013-11-04
358541,2013-11-09
358541,2013-11-19
358541,2013-11-26
358541,2013-12-02
358541,2013-12-16
358541,2013-12-30
358541,2014-02-01
358541,2014-02-03
358541,2014-02-11
358541,2014-02-18
358541,2014-02-22
358541,2014-03-03
358541,2014-03-10
358541,2014-03-24
358541,2014-04-06
358541,2014-04-27
358541,2014-05-23
358541,2014-05-26
358541,2014-06-01
358541,2014-06-04
358541,2014-06-10
358541,2014-06-15
358541,2014-06-20
358541,2014-06-23
358541,2014-07-08
358541,2014-07-12
358541,2014-07-28
358541,2014-08-24
358541,2014-09-10
358541,2014-10-03
358541,2014-10-08
358541,2014-10-10
358541,2014-10-14
358541,2014-10-20
358541,2014-10-31
358541,2014-11-04
358541,2014-11-11
358541,2014-11-19
358541,2014-11-30
358541,2014-12-30
358541,2015-01-31
358541,2015-02-02
358541,2015-02-24
358541,2015-03-16
358541,2015-03-21
358541,2015-04-05
358541,2015-04-08
358541,2015-04-11
358541,2015-04-14
358541,2015-04-28
358541,2015-05-02
358541,2015-05-06
358541,2015-05-13
358541,2015-05-21
358541,2015-05-26
358541,2015-06-07
358541,2015-06-16
358541,2015-07-03
358541,2015-07-16
358541,2015-08-03
358541,2015-08-18
358541,2015-08-26
358541,2015-08-31
358541,2015-09-14
358541,2015-09-21
358541,2015-09-29
358541,2015-10-03
358541,2015-10-05
358541,2015-10-18
358541,2015-10-25
358541,2015-11-01
358541,2015-11-27
358541,2015-12-08
358541,2016-01-03
358541,2016-01-30
358541,2016-02-07
358541,2016-02-09
358541,2016-02-21
358541,2016-02-29
358541,2016-03-02
358541,2016-03-20
358541,2016-03-25
358541,2016-04-05
358541,2016-04-09
358541,2016-04-19
358541,2016-04-24
358541,2016-05-05
358541,2016-05-13
358541,2016-05-15
358541,2016-05-26
358541,2016-05-30
358541,2016-06-07
358541,2016-06-12
358541,2016-06-16
358541,2016-07-01
358541,2016-07-08
358541,2016-07-25
358541,2016-07-30
358541,2016-08-03
358541,2016-08-09
358541,2016-08-20
358541,2016-08-28
358541,2016-09-22
358541,2016-09-27
358541,2016-10-05
358541,2016-10-07
358541,2016-10-19
358541,2016-10-29
358541,2016-12-19
358541,2016-12-28
358541,2017-01-29
358541,2017-02-09
358541,2017-02-19
358541,2017-04-11
358541,2017-04-17
358541,2017-04-24
358541,2017-04-30
358541,2017-05-05
358541,2017-05-08
358541,2017-05-14
358541,2017-05-30
358541,2017-06-18
358541,2017-06-25
358541,2017-07-04
358541,2017-07-13
358541,2017-07-18
358541,2017-07-21
358541,2017-08-05
358541,2017-09-04
358541,2017-09-14
358541,2017-10-02
358541,2017-10-10
358541,2017-10-25
358541,2017-11-01
358541,2017-11-06
358541,2017-12-29
358541,2018-02-11
358541,2018-02-19
358541,2018-02-26
358541,2018-03-12
358541,2018-04-07
358541,2018-04-09
358541,2018-04-21
358541,2018-04-24
358541,2018-07-21
358541,2018-07-27
358541,2018-08-10
358541,2018-08-13
358541,2018-08-22
358541,2018-09-01
358541,2018-09-08
358541,2018-09-17
358541,2018-09-24
358541,2018-09-26
358541,2018-10-08
358541,2018-10-14
358541,2018-10-21
358541,2018-10-25
358541,2018-11-03
358541,2018-11-08
358541,2018-11-11
358541,2018-11-18
358541,2018-11-25
358541,2018-12-02
358541,2018-12-09
358541,2018-12-16
358541,2018-12-31
358541,2019-01-08
358541,2019-01-14
358541,2019-01-20
358541,2019-01-27
358541,2019-02-24
358541,2019-03-02
358541,2019-03-11
358541,2019-03-22
358541,2019-03-26
358541,2019-04-20
358541,2019-04-25
358541,2019-05-02
358541,2019-05-12
358541,2019-05-25
358541,2019-06-02
358541,2019-06-10
358541,2019-06-26
358541,2019-07-07
358541,2019-07-25
358541,2019-08-03
358541,2019-08-07
358541,2019-09-07
358541,2019-09-30
358541,2019-10-16
358541,2019-10-21
358541,2019-10-24
358541,2019-10-28
358541,2019-11-02
358541,2019-11-10
358541,2019-11-24
358541,2019-12-15
358541,2019-12-30
358541,2020-01-12
358541,2020-02-03
358541,2020-02-09
358541,2020-02-23
358541,2020-03-18
358541,2020-07-21
358541,2020-08-17
358541,2020-08-23
358541,2020-08-31
358541,2020-09-04
358541,2020-09-11
358541,2020-09-18
358541,2021-06-20
358541,2021-06-27
358541,2021-07-03
358541,2021-07-06
358541,2021-07-09
358541,2021-07-17
358541,2021-07-23
358541,2021-08-03
358541,2021-08-08
358541,2021-08-21
358541,2021-09-03
358541,2021-09-06
358541,2021-09-11
358541,2021-09-13
358541,2021-09-25
358541,2021-10-08
358541,2021-10-12
358541,2021-10-16
358541,2021-10-27
358541,2021-11-01
358541,2021-11-14
358541,2021-12-21
358541,2021-12-24
358541,2022-01-08
358541,2022-01-14
358541,2022-02-09
358541,2022-02-18
358541,2022-02-24
358541,2022-02-27
358541,2022-03-08
358541,2022-03-13
358541,2022-03-25
358541,2022-04-03
358541,2022-04-08
358541,2022-04-23
358541,2022-04-25
358541,2022-05-02
358541,2022-05-05
358541,2022-05-21
358541,2022-06-04
358541,2022-06-12
358541,2022-06-16
358541,2022-06-20
358541,2022-07-23
358541,2022-08-05
358541,2022-08-21
358541,2022-09-02
358541,2022-09-08
358541,2022-09-17
358541,2022-09-24
358541,2022-09-29
358541,2022-10-03
358541,2022-10-06
358541,2022-10-14
358541,2022-10-21
358541,2022-10-23
358541,2022-10-28
358541,2022-11-19
358541,2022-11-29
358541,2023-01-05
358541,2023-01-26
358541,2023-02-27
358541,2023-03-28
358541,2023-04-14
358541,2023-04-19
358541,2023-04-29
358541,2023-05-03
358541,2023-05-17
358541,2023-05-25
358541,2023-05-29
358541,2023-06-04
358541,2023-06-08
358541,2023-06-19
358541,2023-06-24
358541,2023-06-30
358541,2023-07-06
358541,2023-07-16
358541,2023-07-27
358541,2023-07-30
358541,2023-10-17
358541,2023-10-28
358541,2023-11-03
358541,2023-11-19
358541,2023-11-27
358541,2023-12-02
358541,2023-12-09
358541,2024-01-06
358541,2024-02-20
358541,2024-03-02
358541,2024-03-11
358541,2024-03-22
358541,2024-04-10
358541,2024-04-16
358541,2024-04-20
358541,2024-04-24
358541,2024-04-28
358541,2024-05-08
358541,2024-05-15
358541,2024-05-21
358541,2024-05-26
358541,2024-05-31
358541,2024-06-08
358541,2024-06-19
358541,2024-07-01
358541,2024-07-05
358541,2024-07-09
358541,2024-07-20
358541,2024-11-09
358541,2024-11-20
358541,2024-11-24
358541,2025-01-18
358541,2025-02-08
358541,2025-03-07
358541,2025-03-16
358541,2025-03-23
358541,2025-04-04
358541,2025-05-03
358541,2025-05-08
358541,2025-05-12
358541,2025-05-16
358541,2025-05-23
358541,2025-06-03
358541,2025-06-07
358541,2025-06-12
358541,2025-06-16
358541,2025-06-23
358541,2025-06-27
358541,2025-07-15
358541,2025-07-22
358541,2025-07-27
413063,2012-08-20
413063,2012-10-15
413063,2013-07-16
413063,2013-09-11
413063,2014-03-23
413063,2014-09-06
413063,2015-03-26
413063,2016-04-18
413063,2016-05-16
413063,2016-11-17
413063,2017-02-28
413063,2017-04-27
413063,2017-05-02
413063,2017-07-24
413063,2017-08-04
413063,2017-08-21
413063,2017-09-30
413063,2018-04-01
413063,2018-07-01
413063,2018-07-23
413063,2018-09-12
413063,2023-05-31
413063,2023-07-17
413063,2023-07-24
413063,2023-08-10
413063,2023-08-14
413063,2023-09-09
413063,2023-09-12
413063,2023-10-10
413063,2023-10-16
413063,2023-10-27
413063,2024-01-04
413063,2024-02-29
413063,2024-07-29
413063,2024-08-05
413063,2024-09-06
413063,2024-09-18
413063,2024-10-03
413063,2024-11-04
413063,2024-11-14
413063,2024-12-16
413063,2025-01-05
413063,2025-02-20
413063,2025-03-02
413063,2025-04-04
413063,2025-04-21
413063,2025-04-28
413063,2025-06-02
413063,2025-07-03
413063,2025-07-08
413063,2025-08-10
413063,2025-09-03
421077,2012-05-19
421077,2012-05-29
421077,2012-06-03
421077,2012-06-23
421077,2012-07-17
421077,2012-07-23
421077,2012-08-07
421077,2012-09-09
421077,2012-09-16
421077,2012-10-09
421077,2012-10-20
421077,2012-10-30
421077,2012-11-24
421077,2012-12-03
421077,2015-07-07
421077,2015-07-11
421077,2015-07-13
421077,2015-07-18
421077,2015-09-08
421077,2015-09-19
421077,2015-09-30
421077,2015-10-03
421077,2015-10-04
421077,2015-10-07
421077,2015-10-11
421077,2015-10-19
421077,2015-10-26
421077,2015-11-05
421077,2015-12-05
421077,2016-03-04
421077,2016-04-05
421077,2016-04-17
421077,2016-04-24
421077,2016-05-01
421077,2016-05-14
421077,2016-05-16
421077,2016-05-31
421077,2016-06-16
421077,2016-06-20
421077,2016-06-23
421077,2016-06-25
421077,2016-07-08
421077,2016-08-28
421077,2016-09-09
421077,2016-10-11
421077,2017-01-07
421077,2017-03-14
421077,2017-11-27
421077,2018-06-01
421077,2018-07-04
421077,2018-07-11
421077,2018-07-23
421077,2018-07-30
421077,2018-08-03
421077,2018-08-11
421077,2018-08-30
421077,2018-09-11
421077,2018-10-13
421077,2019-02-18
421077,2019-02-24
421077,2019-03-06
421077,2019-07-26
421077,2019-08-06
421077,2019-09-11
421077,2019-09-15
421077,2019-09-24
421077,2021-01-02
421077,2021-06-28
421077,2021-08-07
421077,2021-08-09
421077,2022-06-03
421077,2022-06-22
421077,2022-06-24
421077,2022-06-27
421077,2022-07-17
421077,2022-07-28
421077,2022-08-19
421077,2022-08-31
421077,2022-11-04
421077,2022-11-27
421077,2022-12-31
421077,2023-01-08
421077,2023-02-03
421077,2023-04-05
421077,2023-04-25
421077,2023-05-06
421077,2023-05-22
421077,2023-05-28
421077,2023-06-01
421077,2023-06-14
421077,2023-06-24
421077,2023-07-14
421077,2023-09-20
421077,2023-09-22
421077,2023-09-25
421077,2023-12-19
421077,2023-12-31
421077,2024-05-26
421077,2024-05-31
421077,2024-06-08
421077,2024-06-16
421077,2024-06-28
421077,2024-08-20
421077,2024-09-24
421077,2024-10-08
421077,2024-10-22
421077,2024-10-27
421077,2025-01-05
421077,2025-08-19
427860,2012-08-17
427860,2012-08-21
427860,2015-04-02
427860,2015-08-15
427860,2015-08-21
427860,2016-03-26
427860,2016-07-30
427860,2016-08-17
427860,2016-09-08
427860,2017-04-15
427860,2017-05-02
427860,2017-06-06
427860,2017-07-03
427860,2017-08-14
427860,2017-08-17
427860,2022-08-20
427860,2022-08-23
427860,2023-01-19
427860,2023-04-30
427860,2023-06-16
427860,2023-12-11
427860,2024-03-24
427860,2024-05-01
505688,2012-07-28
505688,2012-09-03
505688,2012-09-11
505688,2012-09-19
505688,2012-09-30
505688,2012-10-27
505688,2013-01-04
505688,2013-03-02
505688,2013-03-30
505688,2013-04-09
505688,2013-04-15
505688,2013-04-19
505688,2013-04-24
505688,2013-05-06
505688,2013-05-15
505688,2013-06-17
505688,2013-06-20
505688,2013-06-25
505688,2013-07-01
505688,2013-07-11
505688,2013-07-15
505688,2013-07-25
505688,2013-08-01
505688,2013-08-27
505688,2013-09-03
505688,2013-09-10
505688,2013-09-16
505688,2013-09-23
505688,2013-09-29
505688,2013-10-22
505688,2013-11-24
505688,2014-01-13
505688,2014-02-11
505688,2014-03-29
505688,2014-04-01
505688,2014-05-05
505688,2014-05-12
505688,2014-06-21
505688,2014-07-04
505688,2014-07-18
505688,2014-07-25
505688,2014-08-08
505688,2014-08-30
