id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,amenities_count,listing_id,review_count,first_review_date,last_review_date,review_span_days
43720557,Pirates Studio,"Cozy Caribbean Theme Studio in downtown Soho, fully equipped with all the modern amenities they will make to ensure a pleasant stay. It is very spacious, with excellent qualities and references, located on the fourth floor of the building, it is an all-in-one studio, with the theme of the Pirates of the Caribbean Film, bedroom, living room, kitchen and shower all in one and a separate bathroom, but in the same stay. It has a double bed and views of the city.",,347849099,Carlos,2020-05-28,,,within an hour,100.0,100.0,0.0,,3,6,1,Centro,,36.7148,-4.42228,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""TV"", ""Air conditioning"", ""Heating"", ""Elevator"", ""Host greets you"", ""Stove"", ""Body soap"", ""Toaster"", ""Coffee maker"", ""Bidet"", ""Microwave"", ""Hair dryer"", ""Hot water kettle"", ""Refrigerator""]",53.0,2,365,2.0,4.0,7.0,1125.0,2.1,1027.0,1.0,4,6,6,6,2,0,0,6,0,2020-08-21,2023-12-08,3.5,5.0,5.0,5.0,5.0,5.0,5.0,CTC-2019139388,1,3,3,0,0,0.03,15,43720557.0,2,2020-08-21,2023-12-08,1204.0
43723463,-MalagaSunApts- Premium Historical CityCentre,"ESFCTU0000290270004446910000000000000000VFT/MA/176815 Ground floor apartment in a pedestrian street, spacious, comfortable and in the HISTORICAL CENTER of Malaga, a few meters from the main tourist attractions, leisure area, museums and shops. The apartment has everything you need to make your stay as pleasant as possible: full kitchen, room with TV, renovated bathroom, living room with sofa bed, TV 43 ""+ Wifi Fiber optic and air conditioning hot / cold. EXCELLENT LOCATION",,71255240,Andrea,2016-05-10,"Málaga, Spain",-Gestionamos tu vivienda turística -Disfruta con nosotros de tus vacaciones en Málaga -Short-Term Rental Experts IG @Malagasunapartments,within an hour,100.0,100.0,1.0,La Victoria,63,70,1,Centro,,36.72211,-4.42264,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Kitchen"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Ethernet connection"", ""Fire extinguisher"", ""Shampoo"", ""Bed linens"", ""Balay electric stove"", ""Long term stays allowed"", ""Smart lock"", ""Self check-in"", ""Refrigerator"", ""Pocket wifi"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Fast wifi \u2013 452 Mbps"", ""Shower gel"", ""Microwave"", ""Hair dryer"", ""Paid parking off premises"", ""Coffee maker: Nespresso"", ""Body soap"", ""Extra pillows and blankets"", ""Cooking basics"", ""Private entrance"", ""Room-darkening shades"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""HDTV with standard cable"", ""Central air conditioning"", ""Clothing storage"", ""Paid crib - available upon request"", ""Cleaning products""]",90.0,1,1125,1.0,5.0,1125.0,1125.0,4.5,1125.0,1.0,3,28,58,89,228,38,1,61,51,2020-07-27,2025-09-13,4.76,4.83,4.78,4.83,4.94,4.77,4.67,VFT/MA/17681,1,53,53,0,0,3.62,39,43723463.0,228,2020-07-27,2025-09-13,1874.0
43725372,Panoramic Rooftop Duplex Retreat | Free Parking,"Charming duplex penthouse in Málaga! Enjoy a bright, tranquil space with an elevator, living-dining area, kitchen, bedroom, and bathroom on the first floor. The second floor features another bedroom, sitting room, and a magnificent private terrace—perfect for relaxation. Complimentary welcome coffee and a snack await your arrival. A parking space (max height 1.90 m) is included. Experience the vibrant life, monuments, and museums just steps away—book your getaway today!",The Attic is a three-minute walk to Plaza de la Merced,349331706,Sara Kristina,2020-06-09,,,within an hour,100.0,100.0,0.0,,2,2,1,Centro,,36.72563934326172,-4.418885231018066,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,4.0,"[""Kitchen"", ""Heating"", ""TV with standard cable"", ""Private patio or balcony"", ""Smoke alarm"", ""Essentials"", ""Bed linens"", ""Outdoor dining area"", ""Self check-in"", ""Paid parking on premises"", ""Refrigerator"", ""Wifi"", ""Free washer \u2013 In unit"", ""Air conditioning"", ""Lockbox"", ""Dedicated workspace"", ""First aid kit"", ""Iron"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Microwave"", ""Free parking garage on premises \u2013 1 space"", ""Toaster"", ""Cooking basics"", ""Hot water"", ""Coffee"", ""Dishes and silverware"", ""Dining table"", ""Hangers"", ""Coffee maker"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Freezer""]",164.0,3,1125,3.0,4.0,1125.0,1125.0,4.0,1125.0,1.0,6,6,34,248,103,10,0,37,20,2020-07-27,2025-08-25,4.58,4.63,4.42,4.66,4.64,4.64,4.57,ESFCTU0000290270005569120000000000000000VFT/MA/240714,1,2,2,0,0,1.63,33,43725372.0,103,2020-07-27,2025-08-25,1855.0
43737721,Habitaciones Pedregalejo - Double Bedroom with Access to Terrace,"Wonderful rooms located in Pedregalejo neighborhood one of the best areas of Malaga, only 5 minutes walk from the beach. The Apartment that is 2 km from the center of Malaga has 3 rooms: Double Room with Terrace with 1 full bed, Twin Room with Shared Bathroom (2 twin beds) and also Twin Room with Shared Toilet (2 twin beds). In the Apartment you can find a fully equipped kitchen with dining area, dishwasher, coffee machine and oven. Some rooms have a balcony with sea views or the garden vie",,348537735,Rentalaria,2020-06-03,,,within an hour,100.0,98.0,,,11,18,1,Este,,36.72305,-4.3814,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Kitchen"", ""Heating"", ""Shampoo"", ""Bed linens"", ""Bidet"", ""Refrigerator"", ""Wifi"", ""Dishwasher"", ""Iron"", ""Microwave"", ""Hair dryer"", ""TV"", ""Host greets you"", ""Toaster"", ""Private living room"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Washer"", ""Hot water kettle"", ""Freezer""]",63.0,2,60,2.0,4.0,60.0,60.0,2.6,60.0,1.0,6,30,55,68,2,0,0,58,0,2020-08-19,2021-07-30,5.0,5.0,5.0,5.0,5.0,4.5,5.0,CTC-2018209475,1,4,2,2,0,0.03,21,43737721.0,2,2020-08-19,2021-07-30,345.0
43737723,Habitaciones Pedregalejo - Double Bedroom two Bed Terrace,"Wonderful rooms located in Pedregalejo neighborhood one of the best areas of Malaga, only 5 minutes walk from the beach. The Apartment that is 2 km from the center of Malaga has 3 rooms: Double Room with Terrace with 1 full bed, Twin Room with Shared Bathroom (2 twin beds) and also Twin Room with Shared Toilet (2 twin beds). In the Apartment you can find a fully equipped kitchen with dining area, dishwasher, coffee machine and oven. Some rooms have a balcony with sea views or the garden vie",,348537735,Rentalaria,2020-06-03,,,within an hour,100.0,98.0,,,11,18,1,Este,,36.7228,-4.37984,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Kitchen"", ""Shampoo"", ""Bed linens"", ""Bidet"", ""Refrigerator"", ""Wifi"", ""Dishwasher"", ""Iron"", ""Microwave"", ""Hair dryer"", ""TV"", ""Host greets you"", ""Toaster"", ""Private living room"", ""Dishes and silverware"", ""Elevator"", ""Oven"", ""Coffee maker"", ""Hot water kettle"", ""Freezer""]",63.0,2,60,2.0,4.0,60.0,60.0,2.6,60.0,1.0,12,34,64,77,9,0,0,67,0,2020-08-03,2021-11-05,5.0,5.0,4.67,5.0,5.0,4.78,4.89,CTC-2018209475,1,4,2,2,0,0.14,20,43737723.0,9,2020-08-03,2021-11-05,459.0
43774439,Una joya en Málaga/ A hidden jewel in Malaga,"Precioso espacio renovado y acogedor, situado a 20 minutos a pié del centro de la ciudad y 10-15 minutos en bus. Tiene todas las comodidades para pasar unos días de relax , visitar y conocer una ciudad única e increíble como Málaga. Beautiful space, cosy and fully refurbished. It is located only 20 minutes walk from city centre or 10 minutes by bus. It has all the amenities to spend a few days and get to know and enjoy everything an amazing city like Málaga has to offer.",The neighborhood is located in the north of the city of Malaga and has good connection to the city center by bus and even on foot (a 20 minute walk) The neighborhood is located at the north of the city of Málaga and the connection to the city center is good by bus or even walking (20 mins),349861901,Sonia,2020-06-13,"Málaga, Spain","Welcome! I’m Sonia, your host at ""A HIDDEN JEWEL IN MALAGA"". I believe travel is more than just a place to stay, it’s about feeling at home, discovering hidden gems, and making memories that last. That’s exactly what I aim to offer you during your visit. Whether you’re here for adventure, relaxation, or work, I’m just a message away to help with recommendations, tips, or anything you need. Can’t wait to host you and make your stay truly special!",within an hour,100.0,99.0,1.0,,1,3,1,Ciudad Jardin,,36.73788,-4.42195,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Kitchen"", ""Heating"", ""Essentials"", ""Fire extinguisher"", ""Free street parking"", ""Shampoo"", ""Bed linens"", ""Beach essentials"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Air conditioning"", ""Ceiling fan"", ""Lockbox"", ""Stove"", ""Dedicated workspace"", ""First aid kit"", ""Iron"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Body soap"", ""Mosquito net"", ""Extra pillows and blankets"", ""Cooking basics"", ""Toaster"", ""Candy single oven"", ""Room-darkening shades"", ""Private entrance"", ""Hot water"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Dining table"", ""Hangers"", ""Window guards"", ""Washer"", ""Freezer"", ""Cleaning products""]",66.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,9,34,52,319,239,62,5,55,55,2020-07-05,2025-09-29,4.75,4.81,4.9,4.85,4.85,4.39,4.73,ESFCTU000029022700016954900000000000000VUT/MA/415045,0,1,1,0,0,3.75,41,43774439.0,239,2020-07-05,2025-09-29,1912.0
43790951,Malaga Historical Centre Luxury. Ozone Machine,"Wonderful apartment completely renovated, equipped with all the comforts, and with the highest qualities. Located on the heart of the historical center, Calle Granados, 30 meters from the famous Plaza de Uncibay. You can walk, both for sightseeing in the city, enjoy the beach. Very quiet and accessible. 55-inch SmartTV, ultra-quiet air conditioners, soundproof windows, 160 x 200 king-size bed. Top quality Italian opening sofa bed and all the amenities you may need for a confortable stay.","The apartment is located in the heart of the historical city center. Very close to banks, restaurants, shops and all the leisure offer. You will be able to enjoy the great museum offer of the City in a super comfortable way. The wide range of restaurants in the apartment area will allow you to enjoy the best restaurants, the highest quality, the best value for money and also the most authentic. If you have any questions, we are always happy to share our suggestions that may let you discover the real Málaga.",49955442,Antonio Manuel,2015-11-26,"Málaga, Spain",,within an hour,100.0,100.0,1.0,,1,2,1,Centro,,36.72274398803711,-4.419822216033936,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Kitchen"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Ethernet connection"", ""Fire extinguisher"", ""Wine glasses"", ""Free street parking"", ""Shampoo"", ""Bed linens"", ""Long term stays allowed"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Pocket wifi"", ""Blender"", ""Dryer"", ""Carbon monoxide alarm"", ""Lockbox"", ""Stove"", ""Freezer"", ""Clothing storage: closet"", ""First aid kit"", ""Iron"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Safe"", ""Paid parking off premises"", ""Crib - available upon request"", ""Shared patio or balcony"", ""Body soap"", ""Toaster"", ""Extra pillows and blankets"", ""Cooking basics"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Oven"", ""Hangers"", ""Coffee maker"", ""Central air conditioning"", ""Washer"", ""Hot water kettle"", ""55 inch HDTV with standard cable, Netflix"", ""Beach access""]",102.0,1,31,1.0,2.0,31.0,31.0,2.0,31.0,1.0,5,28,47,189,103,37,2,47,27,2020-07-13,2025-09-26,4.91,4.88,4.84,4.8,4.93,4.93,4.82,ESFCTU0000290270002354350000000000000000VFT/MA/380926,1,1,1,0,0,1.62,50,43790951.0,103,2020-07-13,2025-09-26,1901.0
43799917,Loft con Balcón en Centro Histórico,,,350026698,Fatima,2020-06-14,"Málaga, Spain",,within an hour,100.0,100.0,0.0,,1,1,1,Centro,,36.72169,-4.42083,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Wine glasses"", ""Shampoo"", ""Bed linens"", ""Portable heater"", ""Long term stays allowed"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Electric stove"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Iron"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""Body soap"", ""Toaster"", ""Extra pillows and blankets"", ""Cooking basics"", ""Room-darkening shades"", ""Keypad"", ""Hot water"", ""32 inch HDTV"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Crib"", ""Hangers"", ""Clothing storage: wardrobe"", ""Central air conditioning"", ""Paid parking garage off premises"", ""Single level home"", ""Hot water kettle"", ""Freezer""]",108.0,1,1125,1.0,5.0,1125.0,1125.0,4.6,1125.0,1.0,18,48,78,168,92,23,2,81,14,2020-06-29,2025-09-17,4.32,4.52,4.5,4.67,4.38,4.7,4.43,VFT/MA/14787,1,1,1,0,0,1.44,40,43799917.0,92,2020-06-29,2025-09-17,1906.0
43800148,Apartamento Málaga Velázquez,"Apartamento Málaga Velázquez offers accommodation in Malaga, 800 meters from the Automobile and Fashion Museum. There is free Wi-Fi. The condo also includes 1 bathroom. The apartment has a terrace. The port of Malaga is 2.6 km away from Apartamento Malaga Velázquez. The closest airport is Malaga Airport, located 5 km away.",Located in western Malaga. The west park is only 5 minutes away. A family park with loose animals. Just 10 minutes from Mercy Beach.,350160145,Giorgio,2020-06-15,,,within an hour,100.0,100.0,0.0,,1,1,1,Carretera de Cadiz,,36.69761,-4.44755,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Crib - available upon request"", ""Kitchen"", ""TV"", ""Air conditioning"", ""Heating"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Hangers"", ""First aid kit"", ""Iron"", ""Free parking on premises"", ""Smart lock"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Self check-in"", ""Wifi""]",81.0,2,60,2.0,3.0,1125.0,1125.0,2.1,1125.0,1.0,8,20,37,42,7,4,1,37,1,2020-09-20,2025-09-14,4.86,5.0,4.86,5.0,5.0,4.71,4.86,ESFCTU0000290190007820400000000000000000VFT/MA/378558,0,1,1,0,0,0.11,18,43800148.0,7,2020-09-20,2025-09-14,1820.0
43806528,430m2👩‍👩‍👧‍👧HEATED POOL🏊‍♀️JACUZZI🥂CINE🎬PLAYGROUND 🏓GYM🏋️‍♂️BBQ,"Detached villa 430 sq. meters in Malaga city: A private heated🏊🏻‍♀️ pool measuring 6x3.5m and a BBQ🍖 in a private garden🌴 A soundproof cinema🎬 room with pro image and sound and a PS4🎮 🛁2 x Jacuzzi: One hot (up to 40ºC) for 8 people 😎 and another with ambient water for 9. 150m2 game🎉 room with table soccer,⚽️ ping-pong,🏓 gym,🏋️‍♂️ and dance floor🕺🏻💃 👩‍👩‍👧‍👧 Capacity for 15 people. 5 bedrooms (sheets and towels included) 🛁3 bathrooms and a toilet 43 m2 living📺 room with grand piano🎹 Fully equipped🍽 kitchens private 🚗parking","- In an ideal location, within Malaga capital, in a famous residential neighborhood. - 🚌50 meters away is the 24-hour bus stop that takes you anywhere in the city. - 24-hour taxi, Uber, and Bolt 🚖 service. (€10 to the cathedral) - 🍗The best Spanish food restaurants for families are 150 meters from the Villa. - With a perfect downtown location to visit the entire province of Malaga. - 🛫It is 10 minutes from the airport, 🎡🏰 12 minutes from the historic center, 🏖 10 minutes from the best beaches, 25 minutes from the Caminito del Rey👑, 30 minutes from Marbella,🛥 and 30 minutes from the wonderful beaches of Nerja🏝 - 🛺🏌🏻 Several golf courses within a few kilometers🏌️‍♀️⛳️ - ⛹️‍♂️The neighborhood has a playground, indoor soccer field, ⚽️ and basketball court 🏀 for guests to use and enjoy free of charge, 50 meters from the house. - Paddle and tennis 🎾 courts 200 meters from the Villa.",55598797,Victor Eloy,2016-01-21,"Málaga, Spain","Director de orquesta y Catedrático del Conservatorio Superior de Música de Málaga. Mi pareja, actriz, también os atenderá. Somos una pareja de artistas profesionales muy acostumbrada a viajar. Siempre dispuestos a ayudar y a recomendar lo mejor de Málaga.",within an hour,100.0,90.0,0.0,,1,1,1,Puerto de la Torre,,36.7437,-4.48649,Entire villa,Entire home/apt,15,3.5,3.5 baths,5.0,8.0,"[""Bikes"", ""Essentials"", ""Fire extinguisher"", ""Shampoo"", ""Beach essentials"", ""Outdoor dining area"", ""Bidet"", ""BBQ grill"", ""Dishwasher"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Children's playroom"", ""Arcade games"", ""Free parking on premises"", ""Standalone high chair - always at the listing"", ""Coffee"", ""Ping pong table"", ""Garden view"", ""Hot water kettle"", ""Wine glasses"", ""Bed linens"", ""Hammock"", ""Private hot tub"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Stove"", ""Private outdoor pool - available all year, open 24 hours, heated"", ""Dedicated workspace"", ""Private gym in building"", ""Smoking allowed"", ""Fire pit"", ""Microwave"", ""Outdoor shower"", ""Mountain view"", ""TV with Fire TV, Netflix, Apple TV, standard cable, Amazon Prime Video"", ""Piano"", ""Pets allowed"", ""Dishes and silverware"", ""Sun loungers"", ""Mini fridge"", ""Exercise equipment"", ""Kitchen"", ""Heating"", ""Private patio or balcony"", ""Ethernet connection"", ""Game console"", ""Long term stays allowed"", ""Movie theater"", ""First aid kit"", ""Shower gel"", ""Books and reading material"", ""Toaster"", ""Extra pillows and blankets"", ""Cooking basics"", ""Private entrance"", ""Room-darkening shades"", ""Coffee maker: pour-over coffee"", ""Sound system"", ""Luggage dropoff allowed"", ""Dining table"", ""Oven"", ""Hangers"", ""Clothing storage"", ""Bathtub"", ""Free street parking"", ""City skyline view"", ""Waterfront"", ""Wifi"", ""Air conditioning"", ""Barbecue utensils"", ""Exterior security cameras on property"", ""Pool view"", ""Iron"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Body soap"", ""Hot water"", ""Board games"", ""Indoor fireplace: wood-burning"", ""Children\u2019s books and toys"", ""Elevator"", ""Crib"", ""Baking sheet"", ""Freezer"", ""Cleaning products""]",428.0,5,1125,2.0,5.0,1125.0,1125.0,4.7,1125.0,1.0,15,34,57,233,111,26,0,57,26,2020-07-20,2025-08-22,4.95,4.86,4.78,4.98,4.98,4.78,4.89,CTC-2020069855,0,1,1,0,0,1.75,85,43806528.0,111,2020-07-20,2025-08-22,1859.0
43811284,Homely Málaga Malagueta junto al mar,"Cozy apartment in one of the most popular neighborhoods of the city of Malaga, La Malagueta. On the second line of the beach and just a few minutes walk from the most important museums and historical places of the city is this magnificent apartment with mountain views as it is located on a 4 floor with elevator. La Malagueta is a lively neighborhood, with shops and a selection of the best restaurants in Malaga and with a promenade of more than 7 kilometers long.","The Malagueta district is one of the most famous and emblematic of the city where the bourgeois spirit coexists with an endless number of leisure and catering establishments. The apartment is located in the heart of the neighborhood, strategically located so that you do not have to use any means of transport to move around the city center and visit the most important and recommended places, museums, historical places, shopping areas, restaurants, cinemas, theaters, beaches, playgrounds...everything you need to spend a perfect vacation. However, the apartment offers the peace of mind you need after a hard day's sightseeing. La Malagueta beach is a totally urban beach located in the center of the capital of the Costa del Sol, very popular with the inhabitants of the city. Throughout the summer there are numerous events and activities such as concerts, parties, beach volleyball tournaments, Latin dance masterclasses, children's entertainment, boat trips, inflatable attractions a",101418638,Margarita,2016-10-26,"Málaga, Spain","Me encanta viajar y conocer gente, enamorada de mi ciudad Málaga. Después de muchos años viajando y viviendo en diferentes países ahora nos toca a nosotros ayudar y hospedar a nuestros viajeros y ofreceros todo lo necesario para que disfruten de unas increíbles vacaciones en nuestra ciudad. Esperamos que disfruten de los apartamentos que gestionamos y no duden en contactarnos para cualquier consulta que tengan. Los esperamos muy pronto! Very Welcome!!",within an hour,99.0,100.0,0.0,,46,49,1,Centro,,36.71871,-4.40837,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Heating"", ""Essentials"", ""Wine glasses"", ""Free street parking"", ""Shampoo"", ""Bed linens"", ""Beach essentials"", ""Long term stays allowed"", ""Babysitter recommendations"", ""Refrigerator"", ""Wifi"", ""Waterfront"", ""Air conditioning"", ""Stove"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Shower gel"", ""Microwave"", ""Hair dryer"", ""Paid parking off premises"", ""TV"", ""Host greets you"", ""Extra pillows and blankets"", ""Cooking basics"", ""Private entrance"", ""Room-darkening shades"", ""Hot water"", ""Patio or balcony"", ""Dishes and silverware"", ""Elevator"", ""Oven"", ""Hangers"", ""Coffee maker"", ""Washer"", ""Hot water kettle""]",120.0,1,365,1.0,4.0,60.0,90.0,3.4,67.6,1.0,2,4,20,207,56,28,2,23,9,2020-08-02,2025-09-17,4.66,4.73,4.75,4.68,4.7,4.84,4.68,ESFCTU0000290200006238510000000000000000VUT/MA/169973,1,44,44,0,0,0.89,37,43811284.0,56,2020-08-02,2025-09-17,1872.0
43841919,Malaga Center Flat Main Train Station,"🏡 Apartment with parking, terrace and close to the beach. Enjoy your stay in Malaga in this comfortable and bright flat located in front of the AVE María Zambrano train station. Just 800 metres from the beach and a 10-minute walk from the historic centre, it is the perfect place to both explore the city and relax.",,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",Soy de Málaga.,within an hour,100.0,100.0,0.0,,59,72,1,Centro,,36.71219,-4.42954,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""Kitchen"", ""Heating"", ""Private patio or balcony"", ""Essentials"", ""Ethernet connection"", ""Fire extinguisher"", ""City skyline view"", ""Wine glasses"", ""Shampoo"", ""Bed linens"", ""Beach essentials"", ""Smart lock"", ""Bidet"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Blender"", ""Air conditioning"", ""Stove"", ""Dedicated workspace"", ""Dishwasher"", ""Shared beach access"", ""First aid kit"", ""Iron"", ""Outdoor furniture"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""TV"", ""Clothing storage: walk-in closet"", ""High chair"", ""Body soap"", ""Toaster"", ""Extra pillows and blankets"", ""Cooking basics"", ""Room-darkening shades"", ""Hot water"", ""Coffee"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Crib"", ""Oven"", ""Hangers"", ""Coffee maker"", ""Washer"", ""Hot water kettle"", ""Freezer""]",104.0,1,1125,1.0,4.0,1.0,1125.0,2.7,399.7,1.0,21,51,81,338,31,11,2,84,7,2020-07-12,2025-09-28,4.71,4.74,4.74,4.77,4.81,4.61,4.61,VFT/MA/38627,1,59,54,5,0,0.49,49,43841919.0,31,2020-07-12,2025-09-28,1904.0
43852681,2A. Ático Dúplex con terraza y Jacuzzi privado,"Magnificent duplex with terrace and 2-seater Jacuzzi, two double bedrooms, a double sofa bed, and three bathrooms in the heart of Malaga. The jacuzzi works year-round. Community laundry on the ground floor with two washing machines. Historic building recently renovated in 2020 with exclusive decoration. Corresponds to apartment 2A Andalusia Tourism Registration Number: A/MA/01931",A quiet neighborhood that retains its original charm,21868005,Tolín,2014-09-28,"Málaga, Spain","Me llamo Tolín, nací en Málaga y vivo en el centro de Málaga. Soy viajero y abierto de naturaleza. Mi actividad principal es profesor universitario. Nuestra calle es peatonal como la mayor parte del centro de Málaga, por elo tenemos un acuerdo de colaboración con un parking cercano "" Parking las Delicias"" por un coste adicional de 15€ cada día. Es necesario reservar con al menos 2 días de antelación.",within an hour,100.0,100.0,1.0,,9,9,1,Centro,,36.72382,-4.424,Entire rental unit,Entire home/apt,6,3.0,3 baths,2.0,3.0,"[""Kitchen"", ""Heating"", ""Private patio or balcony"", ""Smoke alarm"", ""Essentials"", ""Ethernet connection"", ""Fire extinguisher"", ""Wine glasses"", ""Shampoo"", ""Bed linens"", ""Long term stays allowed"", ""Outdoor dining area"", ""Smart lock"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Stove"", ""Dedicated workspace"", ""Clothing storage: closet"", ""First aid kit"", ""Iron"", ""Outdoor furniture"", ""Shower gel"", ""Free washer \u2013 In building"", ""Drying rack for clothing"", ""Hair dryer"", ""Microwave"", ""Paid parking off premises"", ""TV"", ""Books and reading material"", ""High chair"", ""Body soap"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Cooking basics"", ""Toaster"", ""Private hot tub - available all year, open 24 hours"", ""Room-darkening shades"", ""Coffee maker: pour-over coffee"", ""Hot water"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Hangers"", ""Hot water kettle"", ""Freezer""]",182.0,1,1125,1.0,4.0,1125.0,1125.0,3.9,1125.0,1.0,2,7,22,265,173,42,3,22,39,2020-06-28,2025-09-24,4.95,4.96,4.92,4.96,4.98,4.91,4.84,VFT/MA/57993,1,9,9,0,0,2.7,49,43852681.0,173,2020-06-28,2025-09-24,1914.0
